Année;Type de secteur;Mission;Code Programme;Programme;Code Externe Objectif;Libellé Objectif;Ordre Ind;Code Externe Indicateur;Libellé Indicateur;Facteur de performance;Code Interne Sous Indicateur;Libellé Sous Indicateur;Cotation;Unité;Cible;Exécution;Atteinte de la cible;commentaire
2024.0;Programme;Recherche et enseignement supérieur;193.0;Recherche spatiale;P193-2;Garantir à la France la maîtrise des technologies spatiales et un accès à l'espace autonome, compétitif et fiable;2660.0;P193-2-1;Tenue des coûts, des délais et des performances pour les 10 projets phares du CNES;Contribuable;6023.0;Ecart moyen des délais;;mois;;8.2;absence amélioration;
2024.0;Programme;Prêts et avances à des particuliers ou à des organismes privés;877.0;Avances remboursables et prêts bonifiés aux entreprises touchées par la crise de la covid-19 ou par le conflit en Ukraine;P877-2;Contribuer à la pérennité des entreprises les plus affectées par la crise sanitaire ou par le conflit en Ukraine;1000.0;P877-2-2;Nombre d’entreprises soutenues;Usager;30292.0;Nombre d’entreprises soutenues;;Nb;;;donnée non retenue;Sans objet
2024.0;Programme;Recherche et enseignement supérieur;190.0;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;P190-5;Produire les connaissances scientifiques et l'expertise nécessaires au maintien d'un très haut niveau de protection contre les risques nucléaires et radiologiques;5430.0;P190-5-1;Taux de satisfaction des bénéficiaires de l'expertise de l'IRSN (services de l'État et autorités de sûreté);Citoyen;23620.0;Taux de satisfaction des bénéficiaires de l’expertise de l’IRSN (services de l’Etat et autorités de sûreté);;%;;;donnée non renseignée;Non connu
2024.0;Mission;Agriculture, alimentation, forêt et affaires rurales;;;MAC-2;Favoriser le changement de pratiques afin de préserver la santé publique et l'environnement;460.0;MAC-2-1;Maîtrise de l'utilisation des pesticides et des antibiotiques;Citoyen;27000.0;Nombre d'usages cumulés pour l'ensemble des autorisations de mise sur le marché (AMM) des produits contenant du glyphosate;Budget vert;Nb;;;cible atteinte;Dont 4 usages transitoires$
2022.0;Mission;Avances à divers services de l'État ou organismes gérant des services publics;;;MZB-1;Assurer le respect des conditions de financement et de durée des avances du Trésor;7830.0;MZB-1-1;Respect de la règle de neutralité budgétaire des opérations, pour l'Etat;Contribuable;23504.0;Décrets pris en Conseil d'Etat, au titre d'une dérogation à la règle concernant la fixation du taux d'intérêt des avances;NS;Nb;;;cible atteinte;
2023.0;Programme;Enseignement scolaire;143.0;Enseignement technique agricole;P143-1;Assurer un enseignement général, technologique et professionnel conduisant à la réussite scolaire et à une bonne insertion sociale et professionnelle;3700.0;P143-1-1;Taux de réussite aux examens;Citoyen;3159.0;Bac général et technologique;;%;90.0;97.1;cible atteinte;
2023.0;Programme;Recherche et enseignement supérieur;150.0;Formations supérieures et recherche universitaire;P150-2;Améliorer la réussite des étudiants;5020.0;P150-2-2;Mesures de la réussite étudiante;Citoyen;17867.0;Part des doctorats obtenus en moins de 52 mois;;%;75.0;;donnée non renseignée;
2023.0;Programme;Conseil et contrôle de l'État;164.0;Cour des comptes et autres juridictions financières;P164-3;Assister les pouvoirs publics;1440.0;P164-3-1;Réalisation des travaux demandés par les pouvoirs publics dans les délais;Usager;4537.0;Cour des comptes;;%;95.0;95.0;cible atteinte;
2024.0;Programme;Administration générale et territoriale de l'État;232.0;Vie politique;P232-2;Améliorer l'information des citoyens;100.0;P232-2-1;Amélioration de l'acheminement de la propagande à l'électeur à la bonne adresse;Citoyen;30724.0;2.2.1 Départementales - taux de plis non distribués (PND);;%;;;donnée non retenue;Sans objet
2023.0;Programme;Écologie, développement et mobilité durables;380.0;Fonds d'accélération de la transition écologique dans les territoires;P380-2;Rénovation énergétique;100.0;P380-2-1;Taux moyen d'économies d'énergie;Citoyen;30972.0;Taux moyen d'économies d'énergie au stade de la sélection des projets;;%;;;cible atteinte;
2022.0;Programme;Enseignement scolaire;141.0;Enseignement scolaire public du second degré;P141-2;Favoriser la poursuite d'études ou l'insertion professionnelle des jeunes à l'issue de leur scolarité secondaire;3350.0;P141-2-1;Poursuite d'études des nouveaux bacheliers;Citoyen;8218.0;Taux de poursuite des nouveaux bacheliers dans l’enseignement supérieur.;NS;%;83.0;;donnée non renseignée;
2022.0;Mission;Culture;;;MCB-2;Améliorer l'insertion professionnelle des diplômés de l'enseignement supérieur;1510.0;MCB-2-1;Taux d'insertion professionnelle des diplômés de l'enseignement supérieur Culture;Citoyen;16940.0;Arts Plastiques;NS;%;75.0;88.0;cible atteinte;
2022.0;Programme;Sport, jeunesse et vie associative;219.0;Sport;P219-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;6670.0;P219-1-2;Proportion des crédits déconcentrés de l'agence nationale du sport (instruits au plan local et dans le cadre des projets sportifs fédéraux) affectée aux publics, territoires ou thématiques prioritaires;Usager;16450.0;Moyens financiers consacrés à des actions en direction des jeunes filles et des femmes / total des moyens mobilisés;NS;%;15.0;9.3;absence amélioration;
2023.0;Programme;Engagements financiers de l'État;117.0;Charge de la dette et trésorerie de l'État (crédits évaluatifs);P117-1;Couvrir le programme d'émission dans les meilleures conditions d'efficience et de sécurité;1485.0;P117-1-1;Adjudications non couvertes;Citoyen;8039.0;Adjudications non couvertes;;Nb;0.0;0.0;cible atteinte;
2023.0;Programme;Pensions;742.0;Ouvriers des établissements industriels de l'État;P742-3;Optimiser la prévision de dépenses et recettes des pensions;7750.0;P742-3-1;Dépenses de pensions des ouvriers des établissements industriels de l'État : écart entre la prévision et l'exécution;Contribuable;20164.0;Prestations servies RAP N;;M€;;;donnée non retenue;
2024.0;Programme;Gestion des finances publiques;302.0;Facilitation et sécurisation des échanges;P302-1;Amplifier la lutte contre les trafics et la criminalité organisée et garantir la conformité des marchandises sur l'ensemble de la chaîne logistique;100.0;P302-1-2;Garantir la conformité des marchandises sur l'ensemble de la chaîne logistique;Citoyen;30571.0;Nombre de constatations réalisées par les services douaniers sur des flux de fret express et postal;;Nb;30000.0;31734.0;cible atteinte;
2024.0;Programme;Enseignement scolaire;141.0;Enseignement scolaire public du second degré;P141-2;Favoriser la poursuite d'études ou l'insertion professionnelle des jeunes à l'issue de leur scolarité secondaire;3355.0;P141-2-2;Taux d’emploi 6 mois après la sortie de formation selon le diplôme préparé;Citoyen;30665.0;b) Taux d'emploi 6 mois après la sortie de formation des élèves de baccalauréat professionnel ayant obtenu le diplôme;;%;44.0;46.9;cible atteinte;
2023.0;Mission;Recherche et enseignement supérieur;;;MRA-1;Répondre aux besoins de qualification supérieure par la formation tout au long de la vie;4920.0;MRA-1-1;Pourcentage d'insertion professionnelle des jeunes diplômés;Usager;25106.0;% de niveau Doctorat, domaine de formation sciences et techniques;;%;;;donnée non renseignée;Non déterminé
2024.0;Programme;Administration générale et territoriale de l'État;232.0;Vie politique;P232-2;Améliorer l'information des citoyens;100.0;P232-2-1;Amélioration de l'acheminement de la propagande à l'électeur à la bonne adresse;Citoyen;30734.0;2.8.1 Référendum - taux de plis non distribués (PND);;%;;;donnée non retenue;Sans objet
2024.0;Programme;Engagements financiers de l'État;117.0;Charge de la dette et trésorerie de l'État (crédits évaluatifs);P117-4;Obtenir un niveau de contrôle des risques de qualité constante et qui minimise la survenance d'incidents;3050.0;P117-4-1;Qualité du système de contrôle;Citoyen;291.0;Incidents ou infractions au cadre général d'activité;;Nombre d'occurrences;0.0;0.0;cible atteinte;
2023.0;Programme;Solidarité, insertion et égalité des chances;304.0;Inclusion sociale et protection des personnes;P304-2;Inciter à l'activité et au maintien dans l'emploi;6410.0;P304-2-1;Part des foyers allocataires du RSA en reprise d'activité qui accèdent à la prime d'activité et se maintiennent dans l'emploi;Citoyen;24755.0;Taux de maintien dans l'emploi des travailleurs bénéficiaires de la prime d'activité;;%;86.0;82.1;amélioration;
2024.0;Programme;Enseignement scolaire;141.0;Enseignement scolaire public du second degré;P141-1;Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants;3290.0;P141-1-2;"Proportion d'élèves maîtrisant, en fin de troisième, les principales composantes du domaine 1 ""les langages pour penser et communiquer"" du socle commun";Citoyen;22056.0;Comprendre, s'exprimer en utilisant la langue française à l'oral et à l'écrit (domaine 1) - hors REP+/REP;;%;92.0;;donnée non renseignée;Non déterminé
2022.0;Programme;Culture;131.0;Création;P131-4;Diffuser davantage les oeuvres et les productions culturelles en France et à l'étranger;1650.0;P131-4-1;Effort de diffusion territoriale;Citoyen;6405.0;Spectacle vivant : taux de représentations en tournée hors ville siège des structures de production et de diffusion subventionnées;NS;%;;;donnée non renseignée;Non déterminé
2023.0;Programme;Écologie, développement et mobilité durables;345.0;Service public de l'énergie;P345-1;Contribuer à porter à 40% la part des énergies renouvelables dans la production d'électricité en 2030;7810.0;P345-1-1;Part des énergies renouvelables dans la production d'électricité;Citoyen;24588.0;Part des énergies renouvelables dans la production d'électricité;;%;27.0;28.6;cible atteinte;
2023.0;Programme;Pensions;741.0;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;P741-1;Maîtriser le coût de la gestion des pensions civiles et militaires de retraite (PCMR);7700.0;P741-1-2;Coût de gestion des pensions civiles et militaires de retraite pour 100€ de pensions versés;Contribuable;23337.0;Coût de gestion global (y compris les coûts des ministères employeurs) des pensions civiles et militaires de retraite pour 100€ de pensions versés;;€;0.132;;donnée non renseignée;
2023.0;Programme;Santé;204.0;Prévention, sécurité sanitaire et offre de soins;P204-1;Améliorer l'état de santé de la population et réduire les inégalités territoriales et sociales de santé;5880.0;P204-1-2;Taux de participation au dépistage organisé du cancer colorectal pour les personnes de 50 ans à 74 ans;Citoyen;30542.0;2. HOMMES;;%;;33.8;donnée non retenue;
2023.0;Programme;Écologie, développement et mobilité durables;205.0;Affaires maritimes, pêche et aquaculture;P205-2;Promouvoir la flotte de commerce et l'emploi maritime;2520.0;P205-2-2;Evolution de l'emploi et de la flotte de commerce maritime;Citoyen;6385.0;Nombre total de navires de commerce sous pavillon français;;Nb;300.0;322.0;cible atteinte;
2022.0;Programme;Recherche et enseignement supérieur;172.0;Recherches scientifiques et technologiques pluridisciplinaires;P172-1;Produire des connaissances scientifiques au meilleur niveau international;5210.0;P172-1-1;Production scientifique des opérateurs du programme;Citoyen;23037.0;Reconnaissance scientifique des opérateurs du programme;NS;indice;0.8;;cible atteinte;
2022.0;Programme;Immigration, asile et intégration;303.0;Immigration et asile;P303-2;Réduire les délais de traitement de la demande d'asile;4060.0;P303-2-1;Délai de l'examen d'une demande d'asile par l'OFPRA;Usager;13105.0;Nombre de décisions rendues dans l'année par équivalent temps plein d'agent instructeur;NS;Dossiers;;349.0;amélioration;
2023.0;Programme;Gestion des finances publiques;156.0;Gestion fiscale et financière de l'État et du secteur public local;P156-2;Renforcer la qualité de service au profit des usagers et des partenaires;3810.0;P156-2-3;Délai de paiement des dépenses publiques;Usager;15872.0;Délai de paiement par les comptables des dépenses du secteur local;;jours;7.0;5.75;cible atteinte;
2024.0;Programme;Enseignement scolaire;141.0;Enseignement scolaire public du second degré;P141-1;Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants;3310.0;P141-1-4;Mixité des filles et des garçons en terminale;Citoyen;13215.0;Proportion de filles en terminale STI2D;Budget intégrant l'égalité Femmes-Hommes;%;14.0;10.2;amélioration;
2022.0;Programme;Recherche et enseignement supérieur;231.0;Vie étudiante;P231-3;Développer le suivi de la santé des étudiants;5200.0;P231-3-1;Nombre moyen de consultation en SUMPPS par étudiant inscrit à l'université;Citoyen;23366.0;Nombre moyen de consultation en SUMPPS par étudiant inscrit à l'université;NS;Nb;;0.35;cible atteinte;
2022.0;Programme;Écologie, développement et mobilité durables;159.0;Expertise, information géographique et météorologie;P159-1;Veiller aux retombées collectives des activités techniques, scientifiques et économiques;2600.0;P159-1-2;Financement de l'établissement par des ressources propres;Contribuable;24954.0;Pourcentage de ressources propres dans le budget de l'IGN;NS;%;44.88;39.4;cible atteinte;
2023.0;Programme;Enseignement scolaire;230.0;Vie de l'élève;P230-2;Promouvoir la santé des élèves et contribuer à améliorer leur qualité de vie;3460.0;P230-2-3;Taux de couverture des prescriptions des commissions des droits et de l'autonomie des personnes handicapées pour la scolarisation des élèves en situation de handicap;Usager;20629.0;Pour information : taux de couverture des prescriptions d'aide humaine individuelle;;%;;93.4;donnée non retenue;
2024.0;Programme;Défense;178.0;Préparation et emploi des forces;P178-3;Soutenir les forces;1902.0;P178-3-2;Disponibilité des matériels;Citoyen;31216.0;Armée de l'air DSA;;%;;;;
2022.0;Programme;Enseignement scolaire;143.0;Enseignement technique agricole;P143-2;Optimiser la gestion de la formation initiale scolaire;3720.0;P143-2-1;Coût unitaire de formation par élève pour l'État (enseignement agricole public);Contribuable;406.0;Coût unitaire de formation par élève pour l'État dans les lycées publics;NS;€;10650.0;10618.0;amélioration;
