Niveau hiérarchique de la ligne,Catégorie,Section,Ligne de prévision,Ligne d'exécution,LFI,LFR/LFG,Total des prévisions,Total des recouvrements,Total des recettes**
1,Recettes non fiscales,22 - Produits du domaine de l'État,2202 - Autres revenus du domaine public,220210 - Sommes et valeurs attribuées à l'État (article L 1126-1 du CG3P ex L 27 du CDE et article L1126-4 du CG3P),0,0,0,"407468,01",0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2202 - Autres revenus du domaine public,220211 - Autres recettes (dont argent trouvé sur la voie publique),0,0,0,"905,58",0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2202 - Autres revenus du domaine public,220299 - Autres revenus du domaine public,0,0,0,"5117548,29",0
2,Recettes non fiscales,22 - Produits du domaine de l'État,2202 - Autres revenus du domaine public (total),2202 - Autres revenus du domaine public (total),7989520,2395107,10384627,"9121207,17",0
0,Recettes non fiscales,22 - Produits du domaine de l'État,2203 - Revenus du domaine privé,,293117680,78457764,371575444,0,0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2203 - Revenus du domaine privé,"220301 - Immobilier, loyer et indemnités d'occupation",0,0,0,-147,0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2203 - Revenus du domaine privé,220303 - Mobilier : produit de locations de biens meubles,0,0,0,1000,0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2203 - Revenus du domaine privé,220306 - Redevances d'occupation des constructions provisoires  Redevances d'occupation (forfaits et remboursements divers),0,0,0,"14065,67",0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2203 - Revenus du domaine privé,"220307 - Ventes de meubles (objets mobiliers de l'État, épaves, biens vacants)",0,0,0,"2178957,89",0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2203 - Revenus du domaine privé,220308 - Legs et donations sans affectation spéciale,0,0,0,"1792985,24",0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2203 - Revenus du domaine privé,220310 - Biens dévolus à l'État suite à confiscation,0,0,0,"150335774,57",0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2203 - Revenus du domaine privé,220311 - Sommes et valeurs attribuées à l'État (art L1126-1 du CG3P),0,0,0,"129551914,05",0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2203 - Revenus du domaine privé,220312 - Autres recettes (dont argent trouvé sur la voie publique),0,0,0,"257432,95",0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2203 - Revenus du domaine privé,220314 - Produits de cessions des biens mal aquis,0,0,0,30000000,0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2203 - Revenus du domaine privé,220399 - Autres recettes,0,0,0,"20609,42",0
2,Recettes non fiscales,22 - Produits du domaine de l'État,2203 - Revenus du domaine privé (total),2203 - Revenus du domaine privé (total),293117680,78457764,371575444,"314152592,79",0
0,Recettes non fiscales,22 - Produits du domaine de l'État,2204 - Redevances d'usage des fréquences radioélectriques,,417000000,-92881390,324118610,0,0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2204 - Redevances d'usage des fréquences radioélectriques,220401 - Redevances d'usage des fréquences radioélectriques Redevances ANFR,0,0,0,"14280080,88",0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2204 - Redevances d'usage des fréquences radioélectriques,220402 - Redevances d'usage des fréquences radioélectriques Redevances ARCEP,0,0,0,"356655961,63",0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2204 - Redevances d'usage des fréquences radioélectriques,220403 - Redevances d'usage des fréquences radioélectriques Redevances ANFR. Sur tiers internes,0,0,0,388461,0
2,Recettes non fiscales,22 - Produits du domaine de l'État,2204 - Redevances d'usage des fréquences radioélectriques (total),2204 - Redevances d'usage des fréquences radioélectriques (total),417000000,-92881390,324118610,"371324503,51",0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2209 - Paiement par les administrations de leurs loyers budgétaires,220901 - Loyers affectés au budget général,0,0,0,8940,0
2,Recettes non fiscales,22 - Produits du domaine de l'État,2209 - Paiement par les administrations de leurs loyers budgétaires (total),2209 - Paiement par les administrations de leurs loyers budgétaires (total),0,0,0,8940,0
0,Recettes non fiscales,22 - Produits du domaine de l'État,2299 - Autres revenus du Domaine,,2000000,-619365,1380635,0,0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2299 - Autres revenus du Domaine,229904 - Retenues de logement effectuées sur les émoluments de fonctionnaires et officiers logés dans des immeubles appartenant à l'État ou loués par l'État,0,0,0,"1377213,87",0
1,Recettes non fiscales,22 - Produits du domaine de l'État,2299 - Autres revenus du Domaine,229999 - Produits et revenus divers,0,0,0,"621384,47",0
2,Recettes non fiscales,22 - Produits du domaine de l'État,2299 - Autres revenus du Domaine (total),2299 - Autres revenus du Domaine (total),2000000,-619365,1380635,"1998598,34",0
3,Recettes non fiscales,22 - Produits du domaine de l'État (total),22 - Produits du domaine de l'État (total),22 - Produits du domaine de l'État (total),1745107200,-186598958,1558508242,"1791618112,65","1791618112,65"
0,Recettes non fiscales,23 - Produits de la vente de biens et services,2301 - Remboursement par l'Union européenne des frais d'assiette et de perception des impôts et taxes perçus au profit de son budget,,778000000,-145972760,632027240,0,0
1,Recettes non fiscales,23 - Produits de la vente de biens et services,2301 - Remboursement par l'Union européenne des frais d'assiette et de perception des impôts et taxes perçus au profit de son budget,230101 - Remboursement par l'Union européenne des frais d'assiette et de perception des impôts et taxes perçus au profit de son budget,0,0,0,"665021664,7",0
2,Recettes non fiscales,23 - Produits de la vente de biens et services,2301 - Remboursement par l'Union européenne des frais d'assiette et de perception des impôts et taxes perçus au profit de son budget (total),2301 - Remboursement par l'Union européenne des frais d'assiette et de perception des impôts et taxes perçus au profit de son budget (total),778000000,-145972760,632027240,"665021664,7",0
0,Recettes non fiscales,23 - Produits de la vente de biens et services,2303 - Autres frais d'assiette et de recouvrement,,1101058634,-39914103,1061144531,0,0
1,Recettes non fiscales,23 - Produits de la vente de biens et services,2303 - Autres frais d'assiette et de recouvrement,230302 - Frais d'assiette et de recouvrement de la redevance audiovisuelle pour les produits adossés à la TVA,0,0,0,"3771,36",0
1,Recettes non fiscales,23 - Produits de la vente de biens et services,2303 - Autres frais d'assiette et de recouvrement,230305 - Frais d'assiette et de recouvrement pour les produits du domaine,0,0,0,"248682,52",0
1,Recettes non fiscales,23 - Produits de la vente de biens et services,2303 - Autres frais d'assiette et de recouvrement,"230306 - Versement au Trésor des produits visés par l'article 5, dernier alinéa de l'ordonnance n°45-14 du 6 janvier 1945",0,0,0,"265201,21",0
1,Recettes non fiscales,23 - Produits de la vente de biens et services,2303 - Autres frais d'assiette et de recouvrement,"230307 - Frais d'assiette et de recouvrement prélevés sur divers produits (placement, jeux)",0,0,0,"4604940,06",0
1,Recettes non fiscales,23 - Produits de la vente de biens et services,2303 - Autres frais d'assiette et de recouvrement,230399 - Frais d'assiette et de recouvrement pour les autres produits,0,0,0,"944575590,6",0
2,Recettes non fiscales,23 - Produits de la vente de biens et services,2303 - Autres frais d'assiette et de recouvrement (total),2303 - Autres frais d'assiette et de recouvrement (total),1101058634,-39914103,1061144531,"949698185,75",0
0,Recettes non fiscales,23 - Produits de la vente de biens et services,2304 - Rémunération des prestations assurées par les services du Trésor Public au titre de la collecte de l'épargne,,52013515,-15608666,36404849,0,0
1,Recettes non fiscales,23 - Produits de la vente de biens et services,2304 - Rémunération des prestations assurées par les services du Trésor Public au titre de la collecte de l'épargne,230401 - Rémunération des prestations assurées par les services du Trésor public au titre de la collecte de l'épargne,0,0,0,"32200466,14",0
1,Recettes non fiscales,23 - Produits de la vente de biens et services,2304 - Rémunération des prestations assurées par les services du Trésor Public au titre de la collecte de l'épargne,230402 - Agios,0,0,0,"35005,96",0
1,Recettes non fiscales,23 - Produits de la vente de biens et services,2304 - Rémunération des prestations assurées par les services du Trésor Public au titre de la collecte de l'épargne,230403 - Autres rémunérations,0,0,0,"674,85",0
2,Recettes non fiscales,23 - Produits de la vente de biens et services,2304 - Rémunération des prestations assurées par les services du Trésor Public au titre de la collecte de l'épargne (total),2304 - Rémunération des prestations assurées par les services du Trésor Public au titre de la collecte de l'épargne (total),52013515,-15608666,36404849,"32236146,95",0
0,Recettes non fiscales,23 - Produits de la vente de biens et services,2305 - Produits de la vente de divers biens,,67669,-50872,16797,0,0
1,Recettes non fiscales,23 - Produits de la vente de biens et services,2305 - Produits de la vente de divers biens,230504 - Recettes des établissements pénitentiaires Produits intermédiaires,0,0,0,"12223,51",0
1,Recettes non fiscales,23 - Produits de la vente de biens et services,2305 - Produits de la vente de divers biens,230506 - Recettes des établissements pénitentiaires Produits résiduels,0,0,0,33,0
2,Recettes non fiscales,23 - Produits de la vente de biens et services,2305 - Produits de la vente de divers biens (total),2305 - Produits de la vente de divers biens (total),67669,-50872,16797,"12256,51",0
0,Recettes non fiscales,23 - Produits de la vente de biens et services,2306 - Produits de la vente de divers services,,4788900,-1287509,3501391,0,0
1,Recettes non fiscales,23 - Produits de la vente de biens et services,2306 - Produits de la vente de divers services,230602 - Recettes diverses du cadastre,0,0,0,"7690,69",0
1,Recettes non fiscales,23 - Produits de la vente de biens et services,2306 - Produits de la vente de divers services,230604 - Recettes d'ingéniérie publique Agriculture,0,0,0,"25473,54",0
1,Recettes non fiscales,23 - Produits de la vente de biens et services,2306 - Produits de la vente de divers services,230605 - Produit des recettes perçues en cas de concours à un huissier de la police nationale,0,0,0,"267478,85",0
1,Recettes non fiscales,23 - Produits de la vente de biens et services,2306 - Produits de la vente de divers services,230606 - Produit des vacations prévues à l'article 2213-14 du CGCT en cas d'intervention de la police nationale,0,0,0,"3026977,47",0
1,Recettes non fiscales,23 - Produits de la vente de biens et services,2306 - Produits de la vente de divers services,230610 - Redevance pour service rendu Coûts de traitement d'une demande d'autorisation d'exploitation de fréquence à des systèmes satellitaires (article R52-3-4 du code des postes et des communications électroniques),0,0,0,40000,0
1,Recettes non fiscales,23 - Produits de la vente de biens et services,2306 - Produits de la vente de divers services,230612 - Redevance sanitaire liée à la certification des végétaux,0,0,0,27761,0
1,Recettes non fiscales,23 - Produits de la vente de biens et services,2306 - Produits de la vente de divers services,230699 - Divers,0,0,0,"93294,42",0
2,Recettes non fiscales,23 - Produits de la vente de biens et services,2306 - Produits de la vente de divers services (total),2306 - Produits de la vente de divers services (total),4788900,-1287509,3501391,"3488675,97",0
0,Recettes non fiscales,23 - Produits de la vente de biens et services,2399 - Autres recettes diverses,,1608000000,-795521544,812478456,0,0
1,Recettes non fiscales,23 - Produits de la vente de biens et services,2399 - Autres recettes diverses,239907 - Autres recettes diverses Domaine,0,0,0,"137175,13",0
1,Recettes non fiscales,23 - Produits de la vente de biens et services,2399 - Autres recettes diverses,239908 - Fraction non affectée des produits résultant de la mise aux enchères des actifs carbone,0,0,0,833833370,0
1,Recettes non fiscales,23 - Produits de la vente de biens et services,2399 - Autres recettes diverses,239999 - Autres recettes diverses,0,0,0,"4379311,51",0
2,Recettes non fiscales,23 - Produits de la vente de biens et services,2399 - Autres recettes diverses (total),2399 - Autres recettes diverses (total),1608000000,-795521544,812478456,"838349856,64",0
